Enrollment Number,Course,Batch,College ID,Branch
02521201823,bba,23,212,B%26I
01921201823,bba,23,212,B%26I
70621201823,bba,23,212,B%26I
01321201823,bba,23,212,B%26I
02221201823,bba,23,212,B%26I
02121201823,bba,23,212,B%26I
01721201823,bba,23,212,B%26I
04221201823,bba,23,212,B%26I
04621201823,bba,23,212,B%26I
01021201823,bba,23,212,B%26I
35221201823,bba,23,212,B%26I
02421201823,bba,23,212,B%26I
02921201823,bba,23,212,B%26I
04821201823,bba,23,212,B%26I
00821201823,bba,23,212,B%26I
70521201823,bba,23,212,B%26I
00221201823,bba,23,212,B%26I
00421201823,bba,23,212,B%26I
00921201823,bba,23,212,B%26I
70721201823,bba,23,212,B%26I
02821201823,bba,23,212,B%26I
02021201823,bba,23,212,B%26I
03421201823,bba,23,212,B%26I
00121201823,bba,23,212,B%26I
02321201823,bba,23,212,B%26I
70121201823,bba,23,212,B%26I
35521201823,bba,23,212,B%26I
00321201823,bba,23,212,B%26I
01821201823,bba,23,212,B%26I
35321201823,bba,23,212,B%26I
04021201823,bba,23,212,B%26I
00621201823,bba,23,212,B%26I
70421201823,bba,23,212,B%26I
01521201823,bba,23,212,B%26I
35621201823,bba,23,212,B%26I
03221201823,bba,23,212,B%26I
00721201823,bba,23,212,B%26I
03721201823,bba,23,212,B%26I
00521201823,bba,23,212,B%26I
04321201823,bba,23,212,B%26I
01121201823,bba,23,212,B%26I
35421201823,bba,23,212,B%26I
01221201823,bba,23,212,B%26I
03821201823,bba,23,212,B%26I
01621201823,bba,23,212,B%26I
03521201823,bba,23,212,B%26I
04521201823,bba,23,212,B%26I
04421201823,bba,23,212,B%26I
03921201823,bba,23,212,B%26I
04121201823,bba,23,212,B%26I
03621201823,bba,23,212,B%26I
02621201823,bba,23,212,B%26I
04814901723,bba,23,149,G
12414901723,bba,23,149,G
12214901723,bba,23,149,G
11914901723,bba,23,149,G
10914901723,bba,23,149,G
00914901723,bba,23,149,G
12514901723,bba,23,149,G
03214901723,bba,23,149,G
14014901723,bba,23,149,G
04914901723,bba,23,149,G
14114901723,bba,23,149,G
14314901723,bba,23,149,G
02914901723,bba,23,149,G
06514901723,bba,23,149,G
07814901723,bba,23,149,G
07014901723,bba,23,149,G
08214901723,bba,23,149,G
03014901723,bba,23,149,G
07314901723,bba,23,149,G
10114901723,bba,23,149,G
08514901723,bba,23,149,G
11414901723,bba,23,149,G
06314901723,bba,23,149,G
04314901723,bba,23,149,G
09314901723,bba,23,149,G
00414901723,bba,23,149,G
06014901723,bba,23,149,G
35714901723,bba,23,149,G
01114901723,bba,23,149,G
09514901723,bba,23,149,G
13314901723,bba,23,149,G
14814901723,bba,23,149,G
15214901723,bba,23,149,G
02414901723,bba,23,149,G
13714901723,bba,23,149,G
10414901723,bba,23,149,G
07714901723,bba,23,149,G
09914901723,bba,23,149,G
01714901723,bba,23,149,G
06214901723,bba,23,149,G
03414901723,bba,23,149,G
07114901723,bba,23,149,G
10214901723,bba,23,149,G
12714901723,bba,23,149,G
08914901723,bba,23,149,G
15014901723,bba,23,149,G
36214901723,bba,23,149,G
05814901723,bba,23,149,G
08314901723,bba,23,149,G
03614901723,bba,23,149,G
10514901723,bba,23,149,G
02014901723,bba,23,149,G
02614901723,bba,23,149,G
05214901723,bba,23,149,G
06614901723,bba,23,149,G
04514901723,bba,23,149,G
01014901723,bba,23,149,G
70114901723,bba,23,149,G
02814901723,bba,23,149,G
15414901723,bba,23,149,G
06814901723,bba,23,149,G
10014901723,bba,23,149,G
12914901723,bba,23,149,G
02214901723,bba,23,149,G
12814901723,bba,23,149,G
00514901723,bba,23,149,G
07414901723,bba,23,149,G
15514901723,bba,23,149,G
36714901723,bba,23,149,G
03314901723,bba,23,149,G
06714901723,bba,23,149,G
01214901723,bba,23,149,G
06914901723,bba,23,149,G
01514901723,bba,23,149,G
35214901723,bba,23,149,G
04614901723,bba,23,149,G
35314901723,bba,23,149,G
02714901723,bba,23,149,G
13914901723,bba,23,149,G
09414901723,bba,23,149,G
15614901723,bba,23,149,G
08714901723,bba,23,149,G
11014901723,bba,23,149,G
05114901723,bba,23,149,G
10714901723,bba,23,149,G
13014901723,bba,23,149,G
07514901723,bba,23,149,G
35914901723,bba,23,149,G
07214901723,bba,23,149,G
08614901723,bba,23,149,G
07914901723,bba,23,149,G
01814901723,bba,23,149,G
09014901723,bba,23,149,G
09614901723,bba,23,149,G
03514901723,bba,23,149,G
13414901723,bba,23,149,G
11514901723,bba,23,149,G
15114901723,bba,23,149,G
05314901723,bba,23,149,G
07614901723,bba,23,149,G
10614901723,bba,23,149,G
05514901723,bba,23,149,G
08814901723,bba,23,149,G
09814901723,bba,23,149,G
05414901723,bba,23,149,G
70214901723,bba,23,149,G
06414901723,bba,23,149,G
00814901723,bba,23,149,G
01914901723,bba,23,149,G
12014901723,bba,23,149,G
08114901723,bba,23,149,G
04114901723,bba,23,149,G
35614901723,bba,23,149,G
15714901723,bba,23,149,G
05014901723,bba,23,149,G
11714901723,bba,23,149,G
14714901723,bba,23,149,G
00314901723,bba,23,149,G
04414901723,bba,23,149,G
08414901723,bba,23,149,G
11814901723,bba,23,149,G
01314901723,bba,23,149,G
35514901723,bba,23,149,G
36414901723,bba,23,149,G
00614901723,bba,23,149,G
11214901723,bba,23,149,G
03814901723,bba,23,149,G
02114901723,bba,23,149,G
00214901723,bba,23,149,G
13214901723,bba,23,149,G
11314901723,bba,23,149,G
36614901723,bba,23,149,G
35814901723,bba,23,149,G
35414901723,bba,23,149,G
02314901723,bba,23,149,G
00114901723,bba,23,149,G
05614901723,bba,23,149,G
03914901723,bba,23,149,G
04214901723,bba,23,149,G
10814901723,bba,23,149,G
04014901723,bba,23,149,G
09714901723,bba,23,149,G
36014901723,bba,23,149,G
70314901723,bba,23,149,G
35114901723,bba,23,149,G
05914901723,bba,23,149,G
09214901723,bba,23,149,G
36314901723,bba,23,149,G
36114901723,bba,23,149,G
14514901723,bba,23,149,G
03714901723,bba,23,149,G
06114901723,bba,23,149,G
11614901723,bba,23,149,G
14614901723,bba,23,149,G
00714901723,bba,23,149,G
02514901723,bba,23,149,G
04714901723,bba,23,149,G
36514901723,bba,23,149,G
70414901723,bba,23,149,G
01614901723,bba,23,149,G
10314901723,bba,23,149,G
14214901723,bba,23,149,G
13114901723,bba,23,149,G
14914901723,bba,23,149,G
15814901723,bba,23,149,G
01414901723,bba,23,149,G
15314901723,bba,23,149,G
12314901723,bba,23,149,G
11114901723,bba,23,149,G
36814901723,bba,23,149,G
08014901723,bba,23,149,G
09114901723,bba,23,149,G
12114901723,bba,23,149,G
05714901723,bba,23,149,G
14414901723,bba,23,149,G
12614901723,bba,23,149,G
13514901723,bba,23,149,G
13814901723,bba,23,149,G
03114901723,bba,23,149,G
13614901723,bba,23,149,G
05921201723,bba,23,212,G
06421201723,bba,23,212,G
08921201723,bba,23,212,G
04221201723,bba,23,212,G
15321201723,bba,23,212,G
07521201723,bba,23,212,G
11421201723,bba,23,212,G
13921201723,bba,23,212,G
11321201723,bba,23,212,G
11521201723,bba,23,212,G
07321201723,bba,23,212,G
08521201723,bba,23,212,G
09121201723,bba,23,212,G
36621201723,bba,23,212,G
00921201723,bba,23,212,G
05821201723,bba,23,212,G
05621201723,bba,23,212,G
00821201723,bba,23,212,G
07021201723,bba,23,212,G
06221201723,bba,23,212,G
70221201723,bba,23,212,G
08221201723,bba,23,212,G
01821201723,bba,23,212,G
03621201723,bba,23,212,G
11821201723,bba,23,212,G
15821201723,bba,23,212,G
09021201723,bba,23,212,G
02221201723,bba,23,212,G
03121201723,bba,23,212,G
09721201723,bba,23,212,G
09221201723,bba,23,212,G
10721201723,bba,23,212,G
35921201723,bba,23,212,G
01521201723,bba,23,212,G
06521201723,bba,23,212,G
35121201723,bba,23,212,G
08721201723,bba,23,212,G
02721201723,bba,23,212,G
05321201723,bba,23,212,G
14721201723,bba,23,212,G
04621201723,bba,23,212,G
00721201723,bba,23,212,G
06021201723,bba,23,212,G
12221201723,bba,23,212,G
11221201723,bba,23,212,G
12321201723,bba,23,212,G
01221201723,bba,23,212,G
07921201723,bba,23,212,G
11721201723,bba,23,212,G
15421201723,bba,23,212,G
06121201723,bba,23,212,G
08621201723,bba,23,212,G
12421201723,bba,23,212,G
04321201723,bba,23,212,G
07621201723,bba,23,212,G
70121201723,bba,23,212,G
03021201723,bba,23,212,G
07821201723,bba,23,212,G
09621201723,bba,23,212,G
12621201723,bba,23,212,G
01121201723,bba,23,212,G
04121201723,bba,23,212,G
10821201723,bba,23,212,G
00121201723,bba,23,212,G
35321201723,bba,23,212,G
04521201723,bba,23,212,G
06321201723,bba,23,212,G
06721201723,bba,23,212,G
35221201723,bba,23,212,G
00221201723,bba,23,212,G
12821201723,bba,23,212,G
00321201723,bba,23,212,G
36321201723,bba,23,212,G
07221201723,bba,23,212,G
04921201723,bba,23,212,G
15221201723,bba,23,212,G
10621201723,bba,23,212,G
14421201723,bba,23,212,G
00621201723,bba,23,212,G
02521201723,bba,23,212,G
13721201723,bba,23,212,G
05421201723,bba,23,212,G
08321201723,bba,23,212,G
10321201723,bba,23,212,G
03821201723,bba,23,212,G
15621201723,bba,23,212,G
07421201723,bba,23,212,G
14821201723,bba,23,212,G
36021201723,bba,23,212,G
04021201723,bba,23,212,G
06921201723,bba,23,212,G
14121201723,bba,23,212,G
14221201723,bba,23,212,G
06621201723,bba,23,212,G
02121201723,bba,23,212,G
05521201723,bba,23,212,G
15521201723,bba,23,212,G
35621201723,bba,23,212,G
04821201723,bba,23,212,G
15721201723,bba,23,212,G
10221201723,bba,23,212,G
03321201723,bba,23,212,G
10421201723,bba,23,212,G
04421201723,bba,23,212,G
08421201723,bba,23,212,G
35421201723,bba,23,212,G
09521201723,bba,23,212,G
02921201723,bba,23,212,G
35721201723,bba,23,212,G
03721201723,bba,23,212,G
08121201723,bba,23,212,G
11121201723,bba,23,212,G
13621201723,bba,23,212,G
01321201723,bba,23,212,G
06821201723,bba,23,212,G
14521201723,bba,23,212,G
15921201723,bba,23,212,G
13521201723,bba,23,212,G
36121201723,bba,23,212,G
00521201723,bba,23,212,G
01921201723,bba,23,212,G
01021201723,bba,23,212,G
09921201723,bba,23,212,G
02021201723,bba,23,212,G
12121201723,bba,23,212,G
14321201723,bba,23,212,G
10021201723,bba,23,212,G
03521201723,bba,23,212,G
02621201723,bba,23,212,G
13121201723,bba,23,212,G
03221201723,bba,23,212,G
00421201723,bba,23,212,G
05021201723,bba,23,212,G
35821201723,bba,23,212,G
13021201723,bba,23,212,G
03421201723,bba,23,212,G
35521201723,bba,23,212,G
14621201723,bba,23,212,G
13321201723,bba,23,212,G
01621201723,bba,23,212,G
02421201723,bba,23,212,G
12721201723,bba,23,212,G
07121201723,bba,23,212,G
05721201723,bba,23,212,G
12021201723,bba,23,212,G
08821201723,bba,23,212,G
13821201723,bba,23,212,G
70421201723,bba,23,212,G
15021201723,bba,23,212,G
15121201723,bba,23,212,G
09821201723,bba,23,212,G
36421201723,bba,23,212,G
10121201723,bba,23,212,G
12521201723,bba,23,212,G
13221201723,bba,23,212,G
05121201723,bba,23,212,G
08021201723,bba,23,212,G
11921201723,bba,23,212,G
13421201723,bba,23,212,G
14021201723,bba,23,212,G
11021201723,bba,23,212,G
10521201723,bba,23,212,G
03921201723,bba,23,212,G
70321201723,bba,23,212,G
07721201723,bba,23,212,G
04721201723,bba,23,212,G
02821201723,bba,23,212,G
02321201723,bba,23,212,G
09421201723,bba,23,212,G
09321201723,bba,23,212,G
12921201723,bba,23,212,G
36721201723,bba,23,212,G
10921201723,bba,23,212,G
36221201723,bba,23,212,G
36821201723,bba,23,212,G
36521201723,bba,23,212,G
11621201723,bba,23,212,G
70521201723,bba,23,212,G
07114902123,bed,23,149,GENERAL
05414902123,bed,23,149,GENERAL
05914902123,bed,23,149,GENERAL
06514902123,bed,23,149,GENERAL
00214902123,bed,23,149,GENERAL
01214902123,bed,23,149,GENERAL
01314902123,bed,23,149,GENERAL
01714902123,bed,23,149,GENERAL
03914902123,bed,23,149,GENERAL
07414902123,bed,23,149,GENERAL
07314902123,bed,23,149,GENERAL
08214902123,bed,23,149,GENERAL
04214902123,bed,23,149,GENERAL
04814902123,bed,23,149,GENERAL
05814902123,bed,23,149,GENERAL
00914902123,bed,23,149,GENERAL
08114902123,bed,23,149,GENERAL
35114902123,bed,23,149,GENERAL
01514902123,bed,23,149,GENERAL
00114902123,bed,23,149,GENERAL
03214902123,bed,23,149,GENERAL
08014902123,bed,23,149,GENERAL
70314902123,bed,23,149,GENERAL
07914902123,bed,23,149,GENERAL
07214902123,bed,23,149,GENERAL
01014902123,bed,23,149,GENERAL
04914902123,bed,23,149,GENERAL
01114902123,bed,23,149,GENERAL
05214902123,bed,23,149,GENERAL
01614902123,bed,23,149,GENERAL
04014902123,bed,23,149,GENERAL
70114902123,bed,23,149,GENERAL
05714902123,bed,23,149,GENERAL
06014902123,bed,23,149,GENERAL
00314902123,bed,23,149,GENERAL
01414902123,bed,23,149,GENERAL
03314902123,bed,23,149,GENERAL
06414902123,bed,23,149,GENERAL
35714902123,bed,23,149,GENERAL
02814902123,bed,23,149,GENERAL
04414902123,bed,23,149,GENERAL
06214902123,bed,23,149,GENERAL
07514902123,bed,23,149,GENERAL
04514902123,bed,23,149,GENERAL
06914902123,bed,23,149,GENERAL
05314902123,bed,23,149,GENERAL
03014902123,bed,23,149,GENERAL
08714902123,bed,23,149,GENERAL
00414902123,bed,23,149,GENERAL
06814902123,bed,23,149,GENERAL
03514902123,bed,23,149,GENERAL
06714902123,bed,23,149,GENERAL
35614902123,bed,23,149,GENERAL
02414902123,bed,23,149,GENERAL
04714902123,bed,23,149,GENERAL
05614902123,bed,23,149,GENERAL
07614902123,bed,23,149,GENERAL
08514902123,bed,23,149,GENERAL
03414902123,bed,23,149,GENERAL
03714902123,bed,23,149,GENERAL
08314902123,bed,23,149,GENERAL
04114902123,bed,23,149,GENERAL
04314902123,bed,23,149,GENERAL
02014902123,bed,23,149,GENERAL
02914902123,bed,23,149,GENERAL
04614902123,bed,23,149,GENERAL
35214902123,bed,23,149,GENERAL
35314902123,bed,23,149,GENERAL
02214902123,bed,23,149,GENERAL
03814902123,bed,23,149,GENERAL
03114902123,bed,23,149,GENERAL
05014902123,bed,23,149,GENERAL
01914902123,bed,23,149,GENERAL
08614902123,bed,23,149,GENERAL
02114902123,bed,23,149,GENERAL
02714902123,bed,23,149,GENERAL
35414902123,bed,23,149,GENERAL
08414902123,bed,23,149,GENERAL
03614902123,bed,23,149,GENERAL
35514902123,bed,23,149,GENERAL
00614902123,bed,23,149,GENERAL
02614902123,bed,23,149,GENERAL
00814902123,bed,23,149,GENERAL
35814902123,bed,23,149,GENERAL
05514902123,bed,23,149,GENERAL
00514902123,bed,23,149,GENERAL
05114902123,bed,23,149,GENERAL
07714902123,bed,23,149,GENERAL
36014902123,bed,23,149,GENERAL
01814902123,bed,23,149,GENERAL
35914902123,bed,23,149,GENERAL
02514902123,bed,23,149,GENERAL
70214902123,bed,23,149,GENERAL
06114902123,bed,23,149,GENERAL
06614902123,bed,23,149,GENERAL
07014902123,bed,23,149,GENERAL
06314902123,bed,23,149,GENERAL
00714902123,bed,23,149,GENERAL
02314902123,bed,23,149,GENERAL
03396302723,btech,23,963,CSE
01996302723,btech,23,963,CSE
04796302723,btech,23,963,CSE
03896302723,btech,23,963,CSE
03296302723,btech,23,963,CSE
04596302723,btech,23,963,CSE
04196302723,btech,23,963,CSE
00396302723,btech,23,963,CSE
01696302723,btech,23,963,CSE
00696302723,btech,23,963,CSE
35396302723,btech,23,963,CSE
02396302723,btech,23,963,CSE
03996302723,btech,23,963,CSE
04696302723,btech,23,963,CSE
03696302723,btech,23,963,CSE
20196302723,btech,23,963,CSE
05096302723,btech,23,963,CSE
05196302723,btech,23,963,CSE
01896302723,btech,23,963,CSE
05296302723,btech,23,963,CSE
03196302723,btech,23,963,CSE
00496302723,btech,23,963,CSE
05496302723,btech,23,963,CSE
35496302723,btech,23,963,CSE
03596302723,btech,23,963,CSE
01496302723,btech,23,963,CSE
35696302723,btech,23,963,CSE
01096302723,btech,23,963,CSE
00896302723,btech,23,963,CSE
01396302723,btech,23,963,CSE
03096302723,btech,23,963,CSE
02896302723,btech,23,963,CSE
02996302723,btech,23,963,CSE
04896302723,btech,23,963,CSE
04996302723,btech,23,963,CSE
35296302723,btech,23,963,CSE
01196302723,btech,23,963,CSE
35596302723,btech,23,963,CSE
04096302723,btech,23,963,CSE
03496302723,btech,23,963,CSE
02796302723,btech,23,963,CSE
02596302723,btech,23,963,CSE
02696302723,btech,23,963,CSE
02096302723,btech,23,963,CSE
01796302723,btech,23,963,CSE
00596302723,btech,23,963,CSE
00296302723,btech,23,963,CSE
35196302723,btech,23,963,CSE
02296302723,btech,23,963,CSE
01296302723,btech,23,963,CSE
00996302723,btech,23,963,CSE
04396302723,btech,23,963,CSE
05396302723,btech,23,963,CSE
03796302723,btech,23,963,CSE
00196302723,btech,23,963,CSE
04296302723,btech,23,963,CSE
02196302723,btech,23,963,CSE
00796302723,btech,23,963,CSE
01596302723,btech,23,963,CSE
04496302723,btech,23,963,CSE
02496302723,btech,23,963,CSE
20115002723,btech,23,150,CSE
01815002723,btech,23,150,CSE
02115002723,btech,23,150,CSE
02015002723,btech,23,150,CSE
05415002723,btech,23,150,CSE
08615002723,btech,23,150,CSE
06915002723,btech,23,150,CSE
12715002723,btech,23,150,CSE
13015002723,btech,23,150,CSE
07315002723,btech,23,150,CSE
35415002723,btech,23,150,CSE
35615002723,btech,23,150,CSE
00615002723,btech,23,150,CSE
04415002723,btech,23,150,CSE
05315002723,btech,23,150,CSE
09415002723,btech,23,150,CSE
10015002723,btech,23,150,CSE
00915002723,btech,23,150,CSE
11015002723,btech,23,150,CSE
15815002723,btech,23,150,CSE
08815002723,btech,23,150,CSE
08715002723,btech,23,150,CSE
36015002723,btech,23,150,CSE
01315002723,btech,23,150,CSE
09015002723,btech,23,150,CSE
11215002723,btech,23,150,CSE
03815002723,btech,23,150,CSE
12315002723,btech,23,150,CSE
05515002723,btech,23,150,CSE
07815002723,btech,23,150,CSE
10815002723,btech,23,150,CSE
13415002723,btech,23,150,CSE
36815002723,btech,23,150,CSE
35515002723,btech,23,150,CSE
00415002723,btech,23,150,CSE
01515002723,btech,23,150,CSE
00815002723,btech,23,150,CSE
05715002723,btech,23,150,CSE
14415002723,btech,23,150,CSE
04815002723,btech,23,150,CSE
01215002723,btech,23,150,CSE
09915002723,btech,23,150,CSE
11515002723,btech,23,150,CSE
11915002723,btech,23,150,CSE
12615002723,btech,23,150,CSE
01715002723,btech,23,150,CSE
04315002723,btech,23,150,CSE
35115002723,btech,23,150,CSE
08215002723,btech,23,150,CSE
10715002723,btech,23,150,CSE
36215002723,btech,23,150,CSE
03115002723,btech,23,150,CSE
04715002723,btech,23,150,CSE
00115002723,btech,23,150,CSE
05215002723,btech,23,150,CSE
16115002723,btech,23,150,CSE
11115002723,btech,23,150,CSE
11815002723,btech,23,150,CSE
01415002723,btech,23,150,CSE
11415002723,btech,23,150,CSE
70115002723,btech,23,150,CSE
00215002723,btech,23,150,CSE
13715002723,btech,23,150,CSE
00715002723,btech,23,150,CSE
15915002723,btech,23,150,CSE
15715002723,btech,23,150,CSE
36715002723,btech,23,150,CSE
75315002723,btech,23,150,CSE
10515002723,btech,23,150,CSE
02415002723,btech,23,150,CSE
09515002723,btech,23,150,CSE
35715002723,btech,23,150,CSE
05815002723,btech,23,150,CSE
04615002723,btech,23,150,CSE
06315002723,btech,23,150,CSE
08015002723,btech,23,150,CSE
11615002723,btech,23,150,CSE
02615002723,btech,23,150,CSE
35815002723,btech,23,150,CSE
35915002723,btech,23,150,CSE
06515002723,btech,23,150,CSE
12115002723,btech,23,150,CSE
35215002723,btech,23,150,CSE
16015002723,btech,23,150,CSE
00515002723,btech,23,150,CSE
05015002723,btech,23,150,CSE
02715002723,btech,23,150,CSE
09215002723,btech,23,150,CSE
09715002723,btech,23,150,CSE
15515002723,btech,23,150,CSE
04015002723,btech,23,150,CSE
35315002723,btech,23,150,CSE
04215002723,btech,23,150,CSE
09315002723,btech,23,150,CSE
13215002723,btech,23,150,CSE
05915002723,btech,23,150,CSE
15015002723,btech,23,150,CSE
14515002723,btech,23,150,CSE
04515002723,btech,23,150,CSE
03915002723,btech,23,150,CSE
02315002723,btech,23,150,CSE
12515002723,btech,23,150,CSE
14015002723,btech,23,150,CSE
12215002723,btech,23,150,CSE
08315002723,btech,23,150,CSE
06815002723,btech,23,150,CSE
15615002723,btech,23,150,CSE
09115002723,btech,23,150,CSE
36115002723,btech,23,150,CSE
05615002723,btech,23,150,CSE
07915002723,btech,23,150,CSE
01015002723,btech,23,150,CSE
03215002723,btech,23,150,CSE
06015002723,btech,23,150,CSE
06215002723,btech,23,150,CSE
10915002723,btech,23,150,CSE
14315002723,btech,23,150,CSE
01615002723,btech,23,150,CSE
12415002723,btech,23,150,CSE
10315002723,btech,23,150,CSE
07215002723,btech,23,150,CSE
14215002723,btech,23,150,CSE
12815002723,btech,23,150,CSE
10615002723,btech,23,150,CSE
10115002723,btech,23,150,CSE
09615002723,btech,23,150,CSE
03615002723,btech,23,150,CSE
06615002723,btech,23,150,CSE
07015002723,btech,23,150,CSE
08415002723,btech,23,150,CSE
04115002723,btech,23,150,CSE
13515002723,btech,23,150,CSE
15115002723,btech,23,150,CSE
04915002723,btech,23,150,CSE
03315002723,btech,23,150,CSE
75215002723,btech,23,150,CSE
00315002723,btech,23,150,CSE
08515002723,btech,23,150,CSE
06115002723,btech,23,150,CSE
01115002723,btech,23,150,CSE
01915002723,btech,23,150,CSE
11715002723,btech,23,150,CSE
75115002723,btech,23,150,CSE
06415002723,btech,23,150,CSE
13315002723,btech,23,150,CSE
02815002723,btech,23,150,CSE
02915002723,btech,23,150,CSE
14115002723,btech,23,150,CSE
07115002723,btech,23,150,CSE
02215002723,btech,23,150,CSE
36615002723,btech,23,150,CSE
09815002723,btech,23,150,CSE
14615002723,btech,23,150,CSE
12015002723,btech,23,150,CSE
08915002723,btech,23,150,CSE
07715002723,btech,23,150,CSE
12915002723,btech,23,150,CSE
15315002723,btech,23,150,CSE
15415002723,btech,23,150,CSE
13915002723,btech,23,150,CSE
14715002723,btech,23,150,CSE
07615002723,btech,23,150,CSE
07415002723,btech,23,150,CSE
11315002723,btech,23,150,CSE
13615002723,btech,23,150,CSE
06715002723,btech,23,150,CSE
03415002723,btech,23,150,CSE
03715002723,btech,23,150,CSE
13815002723,btech,23,150,CSE
08115002723,btech,23,150,CSE
03015002723,btech,23,150,CSE
03515002723,btech,23,150,CSE
36415002723,btech,23,150,CSE
10215002723,btech,23,150,CSE
02515002723,btech,23,150,CSE
15215002723,btech,23,150,CSE
14915002723,btech,23,150,CSE
05115002723,btech,23,150,CSE
10415002723,btech,23,150,CSE
36515002723,btech,23,150,CSE
14815002723,btech,23,150,CSE
07515002723,btech,23,150,CSE
13115002723,btech,23,150,CSE
36315002723,btech,23,150,CSE
35196302823,btech,23,963,ECE
02496302823,btech,23,963,ECE
03896302823,btech,23,963,ECE
03396302823,btech,23,963,ECE
03296302823,btech,23,963,ECE
00896302823,btech,23,963,ECE
04296302823,btech,23,963,ECE
04596302823,btech,23,963,ECE
04896302823,btech,23,963,ECE
01696302823,btech,23,963,ECE
03696302823,btech,23,963,ECE
01596302823,btech,23,963,ECE
02696302823,btech,23,963,ECE
04796302823,btech,23,963,ECE
02096302823,btech,23,963,ECE
05196302823,btech,23,963,ECE
03096302823,btech,23,963,ECE
01196302823,btech,23,963,ECE
35396302823,btech,23,963,ECE
01896302823,btech,23,963,ECE
01396302823,btech,23,963,ECE
04496302823,btech,23,963,ECE
35496302823,btech,23,963,ECE
03996302823,btech,23,963,ECE
01296302823,btech,23,963,ECE
03196302823,btech,23,963,ECE
00196302823,btech,23,963,ECE
04196302823,btech,23,963,ECE
35696302823,btech,23,963,ECE
05096302823,btech,23,963,ECE
35296302823,btech,23,963,ECE
01996302823,btech,23,963,ECE
01496302823,btech,23,963,ECE
04996302823,btech,23,963,ECE
00596302823,btech,23,963,ECE
04696302823,btech,23,963,ECE
02596302823,btech,23,963,ECE
00696302823,btech,23,963,ECE
00396302823,btech,23,963,ECE
02396302823,btech,23,963,ECE
03496302823,btech,23,963,ECE
03596302823,btech,23,963,ECE
00996302823,btech,23,963,ECE
01796302823,btech,23,963,ECE
00296302823,btech,23,963,ECE
03796302823,btech,23,963,ECE
01096302823,btech,23,963,ECE
04096302823,btech,23,963,ECE
02296302823,btech,23,963,ECE
02796302823,btech,23,963,ECE
02896302823,btech,23,963,ECE
00796302823,btech,23,963,ECE
35596302823,btech,23,963,ECE
02996302823,btech,23,963,ECE
02196302823,btech,23,963,ECE
00496302823,btech,23,963,ECE
04396302823,btech,23,963,ECE
01015002823,btech,23,150,ECE
02915002823,btech,23,150,ECE
01815002823,btech,23,150,ECE
20715002823,btech,23,150,ECE
35615002823,btech,23,150,ECE
20215002823,btech,23,150,ECE
20315002823,btech,23,150,ECE
20415002823,btech,23,150,ECE
03915002823,btech,23,150,ECE
35515002823,btech,23,150,ECE
09115002823,btech,23,150,ECE
01315002823,btech,23,150,ECE
06715002823,btech,23,150,ECE
01215002823,btech,23,150,ECE
06615002823,btech,23,150,ECE
05415002823,btech,23,150,ECE
20515002823,btech,23,150,ECE
20615002823,btech,23,150,ECE
